hospital_name,facility_type,district,latitude,longitude,ownership_type,ownership_encoded,tier,tier_encoded,specialties,opd_fee_npr,emergency_available,bed_capacity,rating,ambulance_service,parking_available,phone
Padmashree Homeo Clinic,clinic,Pokhara,28.2179172175742,83.986654921238,Private,2,Budget,0,"Dermatology, Gastroenterology, General Medicine",250,False,0,3.2,False,False,
Health Service,clinic,Banke,28.2964975598259,83.7520354769465,Private,2,Budget,0,Infectious Disease,477,False,0,2.7,True,False,
Barampuri Sowath Sewa Kendra,clinic,Lalitpur,27.0539378303891,85.00086202011,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",286,False,0,3.4,False,True,
Diamond Medical Hall,clinic,Pokhara,28.2894807334032,83.9541774771925,Private,2,Standard,1,"Infectious Disease, General Medicine, Gastroenterology",792,False,0,4.2,False,True,
Kutumsang Health Centre,hospital,Nepalgunj,,,Private,2,Premium,2,"Urology, Dermatology, Endocrinology, Orthopedics, Neurology, Gastroenterology",1294,True,433,4.5,True,True,
Maruti Children Hospital,hospital,Itahari,,,Private,2,Standard,1,"Endocrinology, Cardiology, Neurology, Infectious Disease",687,True,128,3.4,True,True,
Methinkot Hospital,hospital,Biratnagar,,,Private,2,Premium,2,"General Surgery, Cardiology, Endocrinology, General Medicine, Pulmonology, Dermatology",1523,True,169,3.7,True,True,
Palebat Basic Health Care Center,clinic,Lamjung,28.7139493625654,82.0483660477197,Private,2,Standard,1,"General Medicine, Dermatology, Infectious Disease",1286,False,0,3.7,True,True,
Sun health post,hospital,Butwal,29.0086510431759,82.7852533538683,Private,2,Premium,2,"Neurology, Pulmonology, Cardiology, Urology, Infectious Disease, Dermatology",1183,True,387,3.6,True,True,
समुद्रिक स्वस्थ्य एकाई,clinic,Pokhara,27.5955225178242,84.8549085268828,Government,0,Budget,0,"General Medicine, Gastroenterology",178,False,0,3.3,True,False,
सामुदायिक स्वास्थ्य इकाई,clinic,Hetauda,28.9140969727703,82.8107117921962,Private,2,Budget,0,Dermatology,357,False,0,3.4,False,False,
Ayurvedic Hospital,hospital,Dhanusha,,,Private,2,Standard,1,"Gastroenterology, Orthopedics, Pulmonology, Endocrinology",1475,True,95,3.5,True,False,
लमही सर्पदंश उपचार केन्द्र,hospital,Bhaktapur,27.8701502947054,82.5276858512494,Private,2,Premium,2,"Endocrinology, Dermatology, Pulmonology, General Medicine, Infectious Disease, General Surgery",1834,True,425,4.8,True,True,
Manara Swasthya Chauki,clinic,Birgunj,26.7213363687513,85.7447967466279,Private,2,Standard,1,"Gastroenterology, Infectious Disease",1194,False,0,3.4,False,True,
Sahri Sawasth Kendra,clinic,Dolpa,26.793163243978,85.268035854318,Private,2,Budget,0,"Dermatology, Gastroenterology, Infectious Disease",286,False,0,3.4,False,True,
सुरुची होम केयर,hospital,Kathmandu,27.6937635359787,85.3377248413213,Private,2,Standard,1,"Urology, Neurology, General Medicine, General Surgery",560,True,73,3.3,True,False,
Itiyahi Swashtha Chowki,clinic,Morang,27.0072554912165,84.9100424228443,Private,2,Budget,0,"General Medicine, Infectious Disease",514,False,0,3.3,False,False,
सहरी स्वास्थ केन्द्र द न पा सेरा,clinic,Butwal,29.5941262254746,80.4107431656531,Private,2,Standard,1,"Dermatology, Gastroenterology",1484,False,0,3.2,True,True,
Bhatauliya Health Post,clinic,Hetauda,26.6801509654988,85.773071252965,Private,2,Budget,0,"Gastroenterology, General Medicine, Infectious Disease",366,False,0,2.9,False,False,
Janakpur Zonal Hospital,hospital,Lalitpur,,,Private,2,Premium,2,"Urology, Orthopedics, Cardiology, Endocrinology, Gastroenterology, Dermatology",1371,True,134,4.9,True,True,
"BP Eye Foundation, Children's Hospital for Eye, ENT and Rehabilitation Services (CHEERS)",hospital,Pokhara,,,Community/NGO,1,Budget,0,"Urology, Endocrinology",213,False,23,2.8,False,True,
Pokhara Cancer Centre,clinic,Pokhara,28.216915663964,83.9864290289474,Private,2,Budget,0,"Gastroenterology, General Medicine",565,False,0,2.6,False,False,
Aapgaira Urban Health Center,hospital,Birgunj,28.456380435023,81.9220350927359,Private,2,Standard,1,"Gastroenterology, Pulmonology, Infectious Disease, General Surgery",559,True,57,4.2,True,False,
Nagarik Arogya Sewa Kendra,clinic,Itahari,26.6855010504755,85.7848739784617,Private,2,Budget,0,General Medicine,352,False,0,3.5,False,False,
Senior Consultant Dermatologist,clinic,Kathmandu,27.6865757187313,85.2804824776165,Private,2,Standard,1,Gastroenterology,899,False,0,3.1,False,True,
Talagaun Basic Health Service Center,hospital,Pokhara,28.961466292727,81.0892831218015,Private,2,Premium,2,"Urology, Dermatology, General Medicine, Neurology, Orthopedics, Pulmonology",1202,True,436,5.0,False,True,
Eye Hospital,hospital,Pokhara,,,Private,2,Premium,2,"General Medicine, General Surgery, Pulmonology, Infectious Disease, Urology, Gastroenterology",1655,True,461,3.9,True,True,
Phulika Health Post,clinic,Kathmandu,27.5751827401263,83.1432913770669,Private,2,Budget,0,"Dermatology, General Medicine",272,False,0,2.6,True,True,
Young Friendly Sex and Fertility Clinic,clinic,Kaski,28.2390826965538,83.8891922466121,Private,2,Standard,1,Dermatology,922,False,0,3.7,False,True,
Urban Health Clinic,clinic,Pokhara,28.6769095648036,80.441354378957,Private,2,Budget,0,"General Medicine, Infectious Disease, Dermatology",365,False,0,3.2,True,False,
"जुफाल स्वास्थ्य चौकी, डोल्पा",clinic,Baglung,28.9829219531945,82.8224094924462,Private,2,Standard,1,"Dermatology, Infectious Disease, General Medicine",764,False,0,3.9,False,True,
Gairagau Health Post,clinic,Gorkha,29.3050116700625,81.0703360811349,Private,2,Standard,1,Gastroenterology,884,False,0,3.4,False,True,
Nagar Swasthy Shahari Clinic 3 Lalbandhi MP,clinic,Kathmandu,27.0206851441192,85.6130980208517,Private,2,Budget,0,"Infectious Disease, Gastroenterology, General Medicine",261,False,0,3.5,False,False,
crimson hospital,hospital,Pokhara,,,Private,2,Premium,2,"Orthopedics, General Medicine, Urology, Endocrinology, Neurology, Gastroenterology",1106,True,433,4.2,True,True,
अन कल फार्मेसी क्लिनिक,clinic,Kathmandu,27.6832990651428,85.3189759488457,Private,2,Budget,0,"General Medicine, Infectious Disease",303,False,0,3.1,False,False,
Hetauda Hospital,hospital,Rupandehi,,,Private,2,Premium,2,"Cardiology, Neurology, Urology, Gastroenterology, Endocrinology, General Medicine",1490,True,148,3.7,True,False,
Namaste Hospital and Research Center,hospital,Pokhara,,,Private,2,Premium,2,"Dermatology, Cardiology, Neurology, General Medicine, Pulmonology, Gastroenterology",2540,True,131,3.5,True,False,
Lyati Birth Center,clinic,Lalitpur,29.6290035760367,80.6900782193566,Private,2,Budget,0,"General Medicine, Gastroenterology",505,False,0,3.3,False,False,
Gurudase health unit,hospital,Parbat,28.5113273307247,82.1798723249989,Private,2,Premium,2,"General Medicine, Endocrinology, General Surgery, Urology, Infectious Disease, Neurology",2200,True,475,4.1,True,True,
प्रबेश पोलिक्लिनिक,clinic,Itahari,28.1333197584913,82.2957045271628,Private,2,Budget,0,"Infectious Disease, General Medicine, Gastroenterology",321,False,0,3.0,True,False,
Shree Bhawani Hospital And Research Centre Pvt.Ltd,hospital,Nepalgunj,27.0130767229705,84.8835296249162,Private,2,Premium,2,"Endocrinology, Gastroenterology, Infectious Disease, Dermatology, Urology, Neurology",2009,True,257,4.5,True,True,
Nepalgunj Medical Center,clinic,Bardiya,28.0591338804354,81.6181282384222,Private,2,Standard,1,Gastroenterology,1020,False,0,3.4,False,False,9848263126
Sumeru Hospital,hospital,Dang,,,Private,2,Standard,1,"General Surgery, Gastroenterology, Infectious Disease, Orthopedics",1270,True,189,3.1,True,True,
Gaughar Clinic,clinic,Bhaktapur,28.3774948238577,81.9926274812632,Private,2,Budget,0,"General Medicine, Infectious Disease",458,False,0,2.7,True,True,
Swasthaya Chauki Purbha Kushaha,clinic,Biratnagar,26.5125503691357,87.2289809282952,Private,2,Standard,1,"Dermatology, General Medicine",894,True,0,4.0,False,False,
आयुर्वेद उपचर केन्द्र,clinic,Kathmandu,27.6779706892953,85.3487764644746,Private,2,Standard,1,"Gastroenterology, Dermatology, Infectious Disease",1472,False,0,3.6,False,False,
Bardibas Hospital,hospital,Lalitpur,26.9739207461145,85.8795623269561,Private,2,Premium,2,"Pulmonology, Endocrinology, Gastroenterology, General Medicine, Dermatology, Orthopedics",1235,True,186,4.6,False,True,
Kaski Sewa Hospital and Research Center,hospital,Butwal,,,Private,2,Premium,2,"Orthopedics, Gastroenterology, General Medicine, Urology, Cardiology, Endocrinology",1551,True,179,3.8,True,True,
Saranchiya BHCC,clinic,Butwal,26.780810246538,85.8031528976263,Private,2,Budget,0,"Gastroenterology, Dermatology, General Medicine",231,False,0,3.3,False,True,
Maidan Health post,hospital,Nepalgunj,27.9013699503607,83.2389099491755,Private,2,Premium,2,"Infectious Disease, Urology, Dermatology, Endocrinology, General Medicine, Gastroenterology",1651,True,225,3.9,True,True,
Bhandari Janasewa Medical,hospital,Dhanusha,,,Private,2,Standard,1,"General Surgery, Orthopedics, Urology, Neurology",975,True,128,3.8,True,True,9848041389
Badhwara Health Post,clinic,Sunsari,26.8153214755694,85.3101465358617,Private,2,Standard,1,"Gastroenterology, Infectious Disease",1066,False,0,4.0,True,False,
राणागाउँ स्वास्थ्य चौकी,hospital,Dolpa,28.1454637950852,82.302218355576,Private,2,Standard,1,"Infectious Disease, Urology, Neurology, Cardiology",916,True,73,3.1,True,False,
Khowpa Home Health Care Center,clinic,Kathmandu,27.6751487539539,85.4370108313445,Private,2,Budget,0,"General Medicine, Infectious Disease, Gastroenterology",233,False,0,3.4,False,False,
Ganesh BHCC,clinic,Lalitpur,28.1237882772976,83.8630118749638,Private,2,Budget,0,Dermatology,447,False,0,2.9,False,False,
Sanjeevani Health Clinic,clinic,Dharan,27.9638284562294,84.4093188428279,Private,2,Standard,1,Dermatology,529,False,0,3.2,False,True,
Jana Varosa Poly Clinic,clinic,Kathmandu,27.728884380828,85.3639613717208,Private,2,Standard,1,Dermatology,917,False,0,3.6,False,False,
Ratna Medical Hall,clinic,Pokhara,28.2834134927911,83.9222363911312,Private,2,Budget,0,Gastroenterology,524,False,0,3.3,False,False,
Garima Medical Hall,clinic,Birgunj,28.0592995906612,81.6367180423756,Private,2,Budget,0,Gastroenterology,319,False,0,2.6,False,True,
Barainiya Swashtha Chowki,clinic,Gorkha,26.9798640183787,84.915115318283,Private,2,Budget,0,"General Medicine, Infectious Disease, Dermatology",209,False,0,3.5,True,False,
धनौरी स्वास्थ्य चौकी,clinic,Pokhara,28.1357648434661,82.1606950334522,Private,2,Budget,0,General Medicine,337,False,0,2.9,True,False,
Aasmik Clinic,clinic,Bhaktapur,26.6985399390522,86.2548717645579,Private,2,Standard,1,Dermatology,1067,False,0,4.1,False,True,
Swastha Chauki Bhramhan Gorchadi,clinic,Butwal,26.6969260874151,86.468498145618,Private,2,Standard,1,"General Medicine, Infectious Disease, Gastroenterology",1486,False,0,3.9,False,False,
"Basic Health Service Center, Samgaun",clinic,Butwal,27.3326421458788,87.3161977321198,Private,2,Standard,1,"Gastroenterology, Dermatology",1100,False,0,3.3,False,False,
Pokhara Hospital and Research Centre,hospital,Pokhara,,,Private,2,Standard,1,"General Surgery, Cardiology, Dermatology, Pulmonology",1191,True,66,3.1,True,True,
Gumi Health Post,hospital,Biratnagar,28.4619435879783,81.8268404772898,Private,2,Premium,2,"Gastroenterology, Orthopedics, Endocrinology, Neurology, Dermatology, Infectious Disease",1207,True,413,4.6,True,True,
Heart Clinic,clinic,Kathmandu,27.7383515728245,85.3349715537669,Private,2,Budget,0,"Infectious Disease, Gastroenterology, Dermatology",326,False,0,2.6,False,False,
New Prem Health Clinic,clinic,Pokhara,28.0672846945385,81.6359254496115,Private,2,Budget,0,"General Medicine, Infectious Disease, Gastroenterology",590,False,0,3.1,True,False,
Health Post Ward 8,clinic,Parbat,26.7887094359077,86.2036527202926,Private,2,Budget,0,General Medicine,484,False,0,3.3,False,True,
United Reference Laboratory,clinic,Pokhara,28.2111014730087,83.9847724296042,Private,2,Budget,0,Infectious Disease,533,False,0,2.9,False,True,+977 61 520503
Ganeshpur,clinic,Butwal,27.5774440937835,82.7897567828053,Private,2,Budget,0,"General Medicine, Dermatology, Gastroenterology",264,False,0,2.7,True,True,
Nepal Beijing Friendship Hospital,hospital,Gorkha,,,Private,2,Premium,2,"Gastroenterology, Urology, Dermatology, Neurology, Cardiology, General Medicine",1623,True,258,4.7,True,True,
खनदह स्वास्थ चौकी,hospital,Itahari,28.0588199781616,83.1260799770904,Private,2,Premium,2,"Neurology, Infectious Disease, Cardiology, Dermatology, Endocrinology, Gastroenterology",2163,True,417,4.7,True,True,
bithuwa health center,clinic,Kathmandu,27.4873450887336,83.1958219377217,Private,2,Standard,1,"Infectious Disease, General Medicine",916,False,0,3.8,False,True,
Bastola Medical Hall,clinic,Pokhara,28.2783360711247,83.9361949421241,Private,2,Budget,0,"Dermatology, Gastroenterology, Infectious Disease",428,False,0,2.7,False,False,
Health post,hospital,Dolpa,29.1382471685409,81.7656370776023,Private,2,Premium,2,"Urology, Pulmonology, Dermatology, Infectious Disease, Orthopedics, General Surgery",1171,True,198,4.6,True,True,
Melamchi hospital,hospital,Syangja,27.8271085513572,85.5736007328985,Private,2,Premium,2,"Cardiology, Endocrinology, Pulmonology, Gastroenterology, Dermatology, General Medicine",2733,True,259,3.7,True,True,
Shikhar Pharmacy,clinic,Mustang,27.5072224368335,83.4416311389308,Private,2,Standard,1,"Infectious Disease, Gastroenterology, Dermatology",1151,False,0,3.0,False,True,
जेल्बाङ स्वाथ्य चौकी,clinic,Parbat,28.3798274236918,82.7439879872596,Private,2,Budget,0,"Dermatology, Gastroenterology",456,False,0,2.7,False,False,
Taple health post,clinic,Gorkha,28.0196462316708,84.6773225692691,Private,2,Budget,0,Gastroenterology,304,False,0,3.1,True,False,
"Basic Health service Centre, Chatara Line",clinic,Lalitpur,26.8167389392151,87.2845449835276,Private,2,Standard,1,"Dermatology, Infectious Disease",1301,False,0,3.5,False,True,
झडि आधारभुत स्वास्थ केन्द्र,hospital,Nepalgunj,27.9970817292326,83.1539153555203,Private,2,Standard,1,"Infectious Disease, Dermatology, Neurology, Urology",1491,True,133,3.6,True,True,
Bam Hospital,hospital,Pokhara,29.5983266486119,82.1459732263563,Private,2,Premium,2,"Infectious Disease, Endocrinology, Cardiology, General Medicine, Gastroenterology, Orthopedics",1291,True,191,3.7,True,True,
Bachcha BHCC,clinic,Dharan,28.0994537683662,83.6063271543871,Private,2,Budget,0,"Gastroenterology, General Medicine, Infectious Disease",391,True,0,3.2,False,True,
डेभिटर स्वास्थ्य चौकी,clinic,Kathmandu,27.568816768485,84.8165445560576,Private,2,Budget,0,Gastroenterology,476,False,0,2.6,False,True,
Kaliaanp Hospital,hospital,Dharan,,,Government,0,Premium,2,"Cardiology, General Surgery, Endocrinology, Neurology, Pulmonology, Gastroenterology",186,True,113,2.5,True,True,
Koirala Medical Hall,clinic,Kathmandu,27.7215119940727,85.3713515281109,Private,2,Budget,0,"General Medicine, Gastroenterology",600,False,0,3.5,False,False,
Deurali health post,clinic,Dolpa,27.9399375176139,84.5236171567109,Private,2,Standard,1,"Infectious Disease, Gastroenterology",751,False,0,3.4,True,False,
"नगर स्वास्थ्य केन्द्र, पुर्णागिरी टोल",clinic,Biratnagar,28.9094104830679,80.0619201229845,Private,2,Budget,0,"Gastroenterology, Dermatology, General Medicine",475,False,0,2.9,False,False,
लुक्ला अस्पताल,hospital,Bardiya,,,Private,2,Premium,2,"Endocrinology, Urology, General Surgery, Orthopedics, Gastroenterology, Neurology",2950,True,263,3.9,True,True,
Khodaha-21 Basic Health Post,clinic,Nepalgunj,27.0764522928655,85.0584182860886,Private,2,Budget,0,Dermatology,416,True,0,3.2,True,False,
क्रिस्टल डेन्टल अस्पताल,hospital,Kathmandu,27.6741088950462,85.3748744420147,Private,2,Premium,2,"Urology, General Medicine, Infectious Disease, Dermatology, Orthopedics, General Surgery",2968,True,483,4.3,True,True,
"Urban Health Center, Khamare",clinic,Butwal,27.3144149430567,87.2854408413388,Private,2,Budget,0,"Gastroenterology, Infectious Disease",484,False,0,2.7,True,False,
नगर स्वास्थ्य केन्द्र पन्डितपुर,clinic,Myagdi,28.2587508323504,81.3402862531311,Private,2,Standard,1,"Infectious Disease, Dermatology, Gastroenterology",962,False,0,4.0,False,False,
Jokaha Swastha Chowki Rautahat,clinic,Dolpa,26.8029161750536,85.1959413449229,Private,2,Standard,1,Dermatology,542,False,0,3.7,True,True,
